('labial', 'velar', 'coronal', 'labial')	ria	3
('velar',)	na	2
('labial', 'coronal')	ngia	2
('labial',)	hia	2
('labial',)	ria	2
('coronal',)	ngia	2
('labial',)	ina	2
('glottal', 'velar')	tia	2
('glottal', 'glottal', 'coronal')	tia	2
('glottal', 'velar')	ia	2
('glottal', 'labial')	a	2
('velar', 'glottal', 'velar')	na	2
('velar', 'labial', 'coronal')	hia	2
('velar', 'velar')	ria	2
('velar', 'labial')	hia	2
('velar', 'coronal', 'velar')	tia	2
('velar', 'labial')	tia	2
('velar', 'velar', 'coronal')	tia	2
('velar',)	ina	2
('velar', 'glottal', 'coronal')	tia	2
('velar', 'coronal', 'coronal')	a	2
('labial', 'labial', 'velar')	tia	2
('labial', 'velar', 'labial', 'velar')	a	2
('coronal', 'velar', 'coronal', 'velar')	hia	2
('coronal',)	kia	2
('labial', 'coronal', 'glottal')	tia	2
('labial', 'coronal', 'labial', 'coronal')	tia	2
('coronal', 'velar', 'glottal')	a	2
('coronal', 'labial')	hia	2
('coronal', 'coronal', 'coronal', 'coronal')	a	2
('coronal', 'coronal')	hia	2
('coronal', 'velar', 'coronal', 'velar')	na	2
('coronal', 'labial')	ia	2
('coronal', 'labial', 'glottal')	a	2
('coronal', 'coronal', 'coronal')	tia	2
('coronal',)	ria	2
('coronal', 'coronal', 'glottal')	tia	2
('coronal', 'coronal', 'coronal')	a	2
('labial', 'velar', 'coronal')	ngia	2
('labial', 'labial')	ria	2
('labial', 'velar', 'coronal', 'labial', 'coronal')	tia	2
('labial', 'velar', 'glottal', 'labial')	a	2
('labial', 'velar', 'glottal')	a	2
('labial', 'velar', 'glottal', 'velar')	a	2
('labial', 'velar', 'glottal', 'glottal', 'coronal')	tia	2
('labial', 'velar', 'velar', 'glottal', 'coronal')	tia	2
('labial', 'velar', 'velar', 'coronal')	a	2
('labial', 'velar', 'labial', 'coronal', 'labial')	tia	2
('labial', 'velar', 'labial', 'coronal', 'velar')	tia	2
('labial', 'velar', 'labial', 'coronal', 'coronal')	ria	2
('labial', 'velar', 'labial')	kia	2
('labial', 'velar', 'labial', 'coronal')	hia	2
('labial', 'velar', 'coronal', 'coronal')	ia	2
('labial', 'velar', 'coronal', 'coronal')	ngia	2
('labial', 'velar', 'coronal', 'coronal', 'glottal')	tia	2
('glottal',)	ria	1
('glottal', 'glottal')	ngia	1
('velar', 'velar')	na	1
('velar', 'coronal', 'velar', 'coronal')	tia	1
('labial', 'labial')	hia	1
('coronal', 'glottal')	ina	1
('glottal', 'velar', 'coronal')	a	1
('glottal', 'labial', 'coronal')	tia	1
('glottal', 'labial')	nga	1
('glottal', 'glottal', 'velar')	tia	1
('glottal', 'labial', 'labial')	tia	1
('glottal', 'labial')	tia	1
('glottal', 'labial', 'velar')	na	1
('glottal', 'velar', 'glottal', 'velar')	na	1
('glottal', 'velar', 'labial', 'coronal', 'labial', 'coronal')	a	1
('glottal', 'labial')	kia	1
('glottal', 'coronal')	mia	1
('glottal', 'coronal', 'labial')	a	1
('glottal',)	hia	1
('glottal',)	ia	1
('glottal',)	ina	1
('glottal', 'labial', 'velar')	tia	1
('velar',)	ngia	1
('velar',)	nga	1
('velar', 'velar', 'velar')	tia	1
('velar', 'velar', 'glottal')	ria	1
('velar', 'velar', 'coronal')	hia	1
('velar', 'coronal', 'velar')	hia	1
('velar', 'coronal', 'labial', 'coronal')	a	1
('velar', 'coronal', 'labial')	a	1
('velar', 'coronal')	ina	1
('velar',)	ria	1
('velar',)	tia	1
('velar', 'coronal', 'velar', 'coronal')	a	1
('velar', 'glottal', 'velar', 'glottal')	a	1
('velar', 'glottal', 'coronal')	a	1
('velar', 'velar')	tia	1
('velar', 'labial', 'velar')	tia	1
('velar', 'labial', 'coronal', 'labial', 'coronal')	tia	1
('velar', 'coronal', 'coronal')	tia	1
('labial', 'glottal', 'velar')	tia	1
('labial', 'glottal', 'coronal', 'glottal', 'coronal')	tia	1
('labial', 'coronal', 'velar')	hia	1
('labial', 'coronal', 'velar')	na	1
('labial', 'coronal', 'velar', 'coronal', 'velar')	na	1
('labial', 'velar', 'labial', 'velar')	hia	1
('labial', 'labial', 'velar')	hia	1
('coronal', 'glottal')	ia	1
('coronal', 'velar')	ia	1
('labial',)	kia	1
('labial', 'velar', 'coronal', 'glottal')	tia	1
('labial', 'velar', 'coronal', 'velar', 'coronal')	a	1
('labial', 'coronal', 'velar', 'coronal', 'glottal')	tia	1
('labial', 'velar')	ina	1
('labial', 'glottal', 'glottal')	tia	1
('labial', 'velar')	ia	1
('labial', 'labial', 'labial')	tia	1
('labial', 'coronal', 'labial')	a	1
('labial',)	ia	1
('labial', 'coronal')	ina	1
('coronal', 'labial')	ngia	1
('coronal', 'coronal', 'labial')	hia	1
('coronal', 'glottal', 'coronal')	tia	1
('coronal', 'coronal', 'velar')	hia	1
('coronal', 'glottal', 'labial', 'glottal', 'labial')	tia	1
('coronal', 'velar')	ina	1
('coronal', 'velar', 'velar', 'coronal')	tia	1
('coronal', 'velar', 'labial', 'labial')	a	1
('coronal', 'velar', 'labial')	ria	1
('coronal', 'velar', 'coronal')	hia	1
('coronal', 'velar', 'labial', 'coronal')	tia	1
('coronal', 'velar', 'coronal')	ria	1
('coronal', 'labial', 'labial')	a	1
('coronal',)	na	1
('coronal', 'labial', 'coronal', 'labial')	ia	1
('coronal', 'labial', 'coronal', 'labial', 'glottal')	a	1
('coronal', 'labial', 'glottal')	tia	1
('coronal', 'coronal')	ria	1
('coronal', 'coronal', 'glottal', 'coronal', 'glottal')	tia	1
('coronal', 'velar', 'velar')	a	1
('coronal', 'labial', 'coronal')	ria	1
('coronal', 'coronal', 'glottal', 'velar')	tia	1
('coronal', 'coronal', 'velar', 'coronal', 'velar')	na	1
('coronal', 'labial', 'coronal')	hia	1
('coronal', 'glottal', 'coronal', 'glottal')	ina	1
('coronal', 'glottal')	ngia	1
('coronal', 'labial')	kia	1
('coronal', 'coronal')	na	1
('coronal', 'labial', 'coronal', 'velar')	hia	1
('coronal', 'labial', 'glottal')	kia	1
('coronal', 'labial')	ria	1
('labial', 'labial', 'glottal')	a	1
('labial', 'labial', 'glottal')	tia	1
('labial', 'coronal')	kina	1
('labial', 'coronal', 'labial', 'coronal')	kia	1
('labial', 'velar')	na	1
('labial', 'velar', 'coronal', 'coronal')	tia	1
('labial', 'velar', 'glottal', 'coronal')	tia	1
('labial', 'velar', 'velar', 'velar', 'glottal')	ria	1
('labial', 'velar', 'velar')	na	1
('labial', 'velar', 'glottal', 'labial')	tia	1
('labial', 'velar', 'glottal', 'velar')	tia	1
('labial', 'velar', 'glottal', 'coronal', 'labial')	tia	1
('labial', 'velar', 'glottal')	ngia	1
('labial', 'velar', 'glottal', 'velar')	ia	1
('labial', 'velar', 'glottal', 'coronal', 'coronal')	tia	1
('labial', 'velar', 'glottal', 'coronal', 'glottal', 'coronal')	tia	1
('labial', 'velar', 'coronal')	mia	1
('labial', 'velar', 'velar')	ngia	1
('labial', 'velar', 'velar', 'glottal')	ngia	1
('labial', 'velar', 'velar', 'glottal', 'velar')	tia	1
('labial', 'velar', 'velar')	ria	1
('labial', 'velar', 'velar', 'velar', 'coronal')	tia	1
('labial', 'velar', 'velar', 'velar')	a	1
('labial', 'velar', 'velar', 'coronal', 'labial')	tia	1
('labial', 'velar', 'velar', 'labial')	a	1
('labial', 'velar', 'velar', 'velar')	tia	1
('labial', 'velar', 'velar', 'labial', 'velar', 'labial')	ia	1
('labial', 'velar', 'velar', 'labial', 'velar')	tia	1
('labial', 'velar', 'velar', 'labial')	tia	1
('labial', 'velar', 'velar', 'coronal', 'velar', 'coronal')	tia	1
('labial', 'velar', 'velar', 'coronal', 'labial', 'velar')	tia	1
('labial', 'velar', 'labial', 'coronal', 'coronal')	tia	1
('labial', 'velar', 'labial', 'coronal', 'velar')	ria	1
('labial', 'velar', 'labial', 'coronal')	ria	1
('labial', 'velar', 'labial', 'glottal')	tia	1
('labial', 'velar', 'labial', 'velar')	tia	1
('labial', 'velar', 'velar', 'glottal')	tia	1
('labial', 'velar', 'velar', 'coronal')	mia	1
('labial', 'velar', 'velar', 'labial', 'coronal')	tia	1
('labial', 'velar', 'coronal', 'glottal')	ia	1
('labial', 'velar', 'labial', 'coronal', 'glottal', 'velar')	tia	1
('labial', 'velar', 'labial')	ngia	1
('labial', 'velar', 'labial', 'glottal', 'glottal')	ngia	1
('labial', 'velar', 'labial', 'velar', 'coronal')	tia	1
('labial', 'velar', 'labial', 'velar')	na	1
('labial', 'velar', 'labial', 'glottal', 'coronal')	a	1
('labial', 'velar', 'labial', 'coronal')	ina	1
('labial', 'velar', 'coronal', 'velar', 'coronal', 'coronal')	tia	1
('labial', 'velar', 'coronal', 'labial')	ngia	1
('labial', 'velar', 'coronal', 'labial', 'glottal')	tia	1
('labial', 'velar', 'coronal', 'labial', 'labial', 'coronal')	ngia	1
('labial', 'velar', 'coronal', 'coronal')	hia	1
('labial', 'velar', 'coronal', 'labial')	a	1
('labial', 'velar', 'coronal', 'velar')	ngia	1
('labial', 'velar', 'coronal', 'labial')	ia	1
('labial', 'velar', 'coronal', 'velar')	hia	1
('labial', 'velar', 'coronal', 'glottal')	a	1
('labial', 'velar', 'coronal', 'glottal', 'coronal')	ngia	1
('labial', 'velar', 'coronal', 'velar', 'coronal')	tia	1
('labial', 'velar', 'coronal', 'velar')	na	1
('labial', 'velar', 'coronal', 'velar', 'coronal', 'velar')	na	1
('labial', 'velar', 'coronal', 'velar', 'coronal')	ria	1
('labial', 'velar', 'coronal', 'velar', 'coronal', 'velar', 'coronal')	ria	1
('labial', 'velar', 'coronal', 'velar', 'coronal', 'velar')	hia	1
('labial', 'velar', 'coronal', 'coronal', 'coronal', 'coronal')	hia	1
('labial', 'velar', 'coronal', 'coronal', 'coronal')	a	1
('labial', 'velar', 'coronal', 'velar')	ia	1
('labial', 'velar', 'coronal', 'velar', 'coronal', 'velar')	ina	1
('labial', 'velar', 'coronal', 'labial', 'coronal')	ngia	1
('labial', 'velar', 'coronal')	kia	1
('labial', 'velar', 'coronal', 'labial', 'coronal')	ria	1
('labial', 'velar')	ngia	1
('labial', 'velar', 'coronal', 'velar')	tia	1
('labial', 'velar', 'labial', 'coronal', 'coronal', 'velar')	tia	1
('labial', 'velar', 'labial', 'labial')	a	1
('labial', 'coronal', 'coronal', 'velar')	tia	1
('labial', 'coronal', 'velar')	ria	1
